touch_id,user_id,campaign_id,placement_id,creative_id,source_type,timestamp,start_param,data_source
st_000075,su_00085,cmp_002,pl_026,cr_011,click,2026-08-21 20:30:59.512907351,c_cmp_002_p_pl_026_cr_cr_011,synthetic
st_000076,su_00085,cmp_002,pl_026,cr_011,bot_start,2026-08-21 20:36:54.964861715,c_cmp_002_p_pl_026_cr_cr_011,synthetic
st_000077,su_00086,cmp_001,pl_001,cr_001,click,2026-09-06 19:39:00.036643033,c_cmp_001_p_pl_001_cr_cr_001,synthetic
st_000078,su_00087,cmp_001,pl_025,cr_010,click,2026-08-15 03:17:43.413330754,c_cmp_001_p_pl_025_cr_cr_010,synthetic
st_000079,su_00088,cmp_004,pl_028,cr_013,click,2026-08-18 10:50:40.840462338,c_cmp_004_p_pl_028_cr_cr_013,synthetic
st_000080,su_00088,cmp_004,pl_028,cr_013,bot_start,2026-08-18 11:04:08.965729164,c_cmp_004_p_pl_028_cr_cr_013,synthetic
st_000081,su_00094,cmp_002,pl_010,cr_010,click,2026-08-25 15:32:11.868976017,c_cmp_002_p_pl_010_cr_cr_010,synthetic
st_000082,su_00094,cmp_002,pl_010,cr_010,bot_start,2026-08-25 15:38:52.031715687,c_cmp_002_p_pl_010_cr_cr_010,synthetic
st_000083,su_00096,cmp_003,pl_019,cr_004,click,2026-09-01 01:04:00.403218103,c_cmp_003_p_pl_019_cr_cr_004,synthetic
st_000084,su_00098,cmp_004,pl_012,cr_012,click,2026-08-27 23:45:29.531231584,c_cmp_004_p_pl_012_cr_cr_012,synthetic
st_000085,su_00098,cmp_004,pl_012,cr_012,bot_start,2026-08-27 23:59:56.592143789,c_cmp_004_p_pl_012_cr_cr_012,synthetic
st_000086,su_00099,cmp_003,pl_019,cr_004,click,2026-08-30 02:38:53.086660926,c_cmp_003_p_pl_019_cr_cr_004,synthetic
st_000087,su_00103,cmp_007,pl_007,cr_007,click,2026-09-07 23:44:42.295537327,c_cmp_007_p_pl_007_cr_cr_007,synthetic
st_000088,su_00103,cmp_007,pl_007,cr_007,bot_start,2026-09-08 00:10:51.612496026,c_cmp_007_p_pl_007_cr_cr_007,synthetic
st_000089,su_00107,cmp_002,pl_026,cr_011,click,2026-08-22 10:16:10.680852390,c_cmp_002_p_pl_026_cr_cr_011,synthetic
st_000090,su_00107,cmp_002,pl_026,cr_011,bot_start,2026-08-22 10:20:35.729239966,c_cmp_002_p_pl_026_cr_cr_011,synthetic
st_000091,su_00107,cmp_002,pl_026,cr_011,lead,2026-08-22 22:39:38.948908503,c_cmp_002_p_pl_026_cr_cr_011,synthetic
st_000092,su_00111,cmp_005,pl_021,cr_006,click,2026-08-17 23:27:57.247419283,c_cmp_005_p_pl_021_cr_cr_006,synthetic
st_000093,su_00111,cmp_005,pl_021,cr_006,bot_start,2026-08-17 23:57:33.981438825,c_cmp_005_p_pl_021_cr_cr_006,synthetic
st_000094,su_00116,cmp_002,pl_018,cr_003,click,2026-08-11 20:24:40.292687036,c_cmp_002_p_pl_018_cr_cr_003,synthetic
st_000095,su_00116,cmp_002,pl_018,cr_003,bot_start,2026-08-11 20:40:02.645523105,c_cmp_002_p_pl_018_cr_cr_003,synthetic
st_000096,su_00121,cmp_006,pl_006,cr_006,click,2026-08-18 10:16:01.222842496,c_cmp_006_p_pl_006_cr_cr_006,synthetic
st_000097,su_00122,cmp_003,pl_011,cr_011,click,2026-08-07 23:10:48.169586033,c_cmp_003_p_pl_011_cr_cr_011,synthetic
st_000098,su_00122,cmp_003,pl_011,cr_011,bot_start,2026-08-07 23:24:50.355685587,c_cmp_003_p_pl_011_cr_cr_011,synthetic
st_000099,su_00125,cmp_005,pl_005,cr_005,click,2026-08-11 12:10:50.079110079,c_cmp_005_p_pl_005_cr_cr_005,synthetic
st_000100,su_00125,cmp_005,pl_005,cr_005,bot_start,2026-08-11 12:16:44.373500925,c_cmp_005_p_pl_005_cr_cr_005,synthetic
st_000101,su_00125,cmp_005,pl_005,cr_005,lead,2026-08-11 14:53:38.491183339,c_cmp_005_p_pl_005_cr_cr_005,synthetic
st_000102,su_00130,cmp_002,pl_026,cr_011,click,2026-08-21 12:40:46.148562354,c_cmp_002_p_pl_026_cr_cr_011,synthetic
st_000103,su_00130,cmp_002,pl_026,cr_011,bot_start,2026-08-21 12:55:19.863829617,c_cmp_002_p_pl_026_cr_cr_011,synthetic
st_000104,su_00130,cmp_002,pl_026,cr_011,lead,2026-08-22 08:08:29.832170924,c_cmp_002_p_pl_026_cr_cr_011,synthetic
st_000105,su_00131,cmp_004,pl_028,cr_013,click,2026-08-18 03:06:53.518100895,c_cmp_004_p_pl_028_cr_cr_013,synthetic
st_000106,su_00131,cmp_004,pl_028,cr_013,bot_start,2026-08-18 03:30:04.660565904,c_cmp_004_p_pl_028_cr_cr_013,synthetic
st_000107,su_00132,cmp_004,pl_020,cr_005,click,2026-09-09 16:44:33.056968252,c_cmp_004_p_pl_020_cr_cr_005,synthetic
st_000108,su_00132,cmp_004,pl_020,cr_005,bot_start,2026-09-09 16:53:57.368326350,c_cmp_004_p_pl_020_cr_cr_005,synthetic
st_000109,su_00132,cmp_004,pl_020,cr_005,lead,2026-09-10 08:00:46.896119707,c_cmp_004_p_pl_020_cr_cr_005,synthetic
st_000110,su_00133,cmp_000,pl_016,cr_001,click,2026-08-11 10:38:06.781536112,c_cmp_000_p_pl_016_cr_cr_001,synthetic
st_000111,su_00133,cmp_000,pl_016,cr_001,bot_start,2026-08-11 10:50:58.502665871,c_cmp_000_p_pl_016_cr_cr_001,synthetic
st_000112,su_00133,cmp_000,pl_016,cr_001,lead,2026-08-11 16:34:30.829365941,c_cmp_000_p_pl_016_cr_cr_001,synthetic
st_000113,su_00138,cmp_004,pl_020,cr_005,click,2026-09-11 13:32:56.827588432,c_cmp_004_p_pl_020_cr_cr_005,synthetic
st_000114,su_00139,cmp_006,pl_014,cr_014,click,2026-09-09 11:24:47.096750533,c_cmp_006_p_pl_014_cr_cr_014,synthetic
st_000115,su_00139,cmp_006,pl_014,cr_014,bot_start,2026-09-09 11:28:32.723067239,c_cmp_006_p_pl_014_cr_cr_014,synthetic
st_000116,su_00140,cmp_005,pl_021,cr_006,click,2026-08-17 18:35:12.104281148,c_cmp_005_p_pl_021_cr_cr_006,synthetic
st_000117,su_00140,cmp_005,pl_021,cr_006,bot_start,2026-08-17 19:03:29.577016638,c_cmp_005_p_pl_021_cr_cr_006,synthetic
st_000118,su_00140,cmp_005,pl_021,cr_006,lead,2026-08-18 10:17:03.254833844,c_cmp_005_p_pl_021_cr_cr_006,synthetic
st_000119,su_00141,cmp_006,pl_022,cr_007,click,2026-08-24 02:13:46.840426632,c_cmp_006_p_pl_022_cr_cr_007,synthetic
st_000120,su_00142,cmp_000,pl_024,cr_009,click,2026-08-22 11:26:19.615410298,c_cmp_000_p_pl_024_cr_cr_009,synthetic
st_000121,su_00142,cmp_000,pl_024,cr_009,bot_start,2026-08-22 11:34:57.011528256,c_cmp_000_p_pl_024_cr_cr_009,synthetic
st_000122,su_00146,cmp_003,pl_027,cr_012,click,2026-09-06 05:00:26.261116437,c_cmp_003_p_pl_027_cr_cr_012,synthetic
st_000123,su_00146,cmp_003,pl_027,cr_012,bot_start,2026-09-06 05:10:44.540245313,c_cmp_003_p_pl_027_cr_cr_012,synthetic
st_000124,su_00146,cmp_003,pl_027,cr_012,lead,2026-09-06 18:51:26.306133259,c_cmp_003_p_pl_027_cr_cr_012,synthetic
st_000125,su_00147,cmp_006,pl_022,cr_007,click,2026-08-22 09:06:32.276500493,c_cmp_006_p_pl_022_cr_cr_007,synthetic
st_000126,su_00151,cmp_004,pl_020,cr_005,click,2026-09-08 23:34:35.378865162,c_cmp_004_p_pl_020_cr_cr_005,synthetic
st_000127,su_00152,cmp_001,pl_001,cr_001,click,2026-09-06 14:18:16.005052010,c_cmp_001_p_pl_001_cr_cr_001,synthetic
st_000128,su_00152,cmp_001,pl_001,cr_001,bot_start,2026-09-06 14:32:06.566698953,c_cmp_001_p_pl_001_cr_cr_001,synthetic
st_000129,su_00154,cmp_001,pl_017,cr_002,click,2026-08-22 22:14:13.360649316,c_cmp_001_p_pl_017_cr_cr_002,synthetic
st_000130,su_00154,cmp_001,pl_017,cr_002,bot_start,2026-08-22 22:21:06.216036855,c_cmp_001_p_pl_017_cr_cr_002,synthetic
st_000131,su_00154,cmp_001,pl_017,cr_002,lead,2026-08-23 15:53:05.719198940,c_cmp_001_p_pl_017_cr_cr_002,synthetic
st_000132,su_00155,cmp_001,pl_009,cr_009,click,2026-08-21 11:58:04.614800997,c_cmp_001_p_pl_009_cr_cr_009,synthetic
st_000133,su_00155,cmp_001,pl_009,cr_009,bot_start,2026-08-21 12:00:24.590854848,c_cmp_001_p_pl_009_cr_cr_009,synthetic
st_000134,su_00155,cmp_001,pl_009,cr_009,lead,2026-08-22 05:13:29.821671092,c_cmp_001_p_pl_009_cr_cr_009,synthetic
st_000135,su_00156,cmp_007,pl_015,cr_000,click,2026-09-08 04:28:42.678947451,c_cmp_007_p_pl_015_cr_cr_000,synthetic
st_000136,su_00156,cmp_007,pl_015,cr_000,bot_start,2026-09-08 04:43:29.218000018,c_cmp_007_p_pl_015_cr_cr_000,synthetic
st_000137,su_00156,cmp_007,pl_015,cr_000,lead,2026-09-08 10:59:44.104883297,c_cmp_007_p_pl_015_cr_cr_000,synthetic
st_000138,su_00165,cmp_001,pl_017,cr_002,click,2026-08-23 19:39:00.750698219,c_cmp_001_p_pl_017_cr_cr_002,synthetic
st_000139,su_00165,cmp_001,pl_017,cr_002,bot_start,2026-08-23 19:54:47.855535158,c_cmp_001_p_pl_017_cr_cr_002,synthetic
st_000140,su_00166,cmp_005,pl_029,cr_014,click,2026-09-04 11:14:47.920132996,c_cmp_005_p_pl_029_cr_cr_014,synthetic
st_000141,su_00167,cmp_005,pl_005,cr_005,click,2026-08-11 07:43:24.696679209,c_cmp_005_p_pl_005_cr_cr_005,synthetic
st_000142,su_00167,cmp_005,pl_005,cr_005,bot_start,2026-08-11 08:09:06.693277198,c_cmp_005_p_pl_005_cr_cr_005,synthetic
st_000143,su_00168,cmp_002,pl_002,cr_002,click,2026-08-10 10:43:20.414104206,c_cmp_002_p_pl_002_cr_cr_002,synthetic
st_000144,su_00168,cmp_002,pl_002,cr_002,bot_start,2026-08-10 10:46:54.234090025,c_cmp_002_p_pl_002_cr_cr_002,synthetic
st_000145,su_00168,cmp_002,pl_002,cr_002,lead,2026-08-10 19:15:55.895269592,c_cmp_002_p_pl_002_cr_cr_002,synthetic
st_000146,su_00174,cmp_004,pl_004,cr_004,click,2026-09-02 12:31:11.696896310,c_cmp_004_p_pl_004_cr_cr_004,synthetic
st_000147,su_00174,cmp_004,pl_004,cr_004,bot_start,2026-09-02 12:44:12.672459580,c_cmp_004_p_pl_004_cr_cr_004,synthetic
st_000148,su_00174,cmp_004,pl_004,cr_004,lead,2026-09-02 19:48:29.905901654,c_cmp_004_p_pl_004_cr_cr_004,synthetic
st_000149,su_00180,cmp_006,pl_022,cr_007,click,2026-08-22 15:35:13.522352171,c_cmp_006_p_pl_022_cr_cr_007,synthetic
st_000150,su_00182,cmp_002,pl_010,cr_010,click,2026-08-26 19:35:10.110052243,c_cmp_002_p_pl_010_cr_cr_010,synthetic
st_000151,su_00182,cmp_002,pl_010,cr_010,bot_start,2026-08-26 19:59:00.456769904,c_cmp_002_p_pl_010_cr_cr_010,synthetic
st_000152,su_00184,cmp_004,pl_028,cr_013,click,2026-08-16 00:22:25.387397757,c_cmp_004_p_pl_028_cr_cr_013,synthetic
st_000153,su_00184,cmp_004,pl_028,cr_013,bot_start,2026-08-16 00:52:03.893956853,c_cmp_004_p_pl_028_cr_cr_013,synthetic
st_000154,su_00187,cmp_003,pl_003,cr_003,click,2026-09-10 14:53:35.583262096,c_cmp_003_p_pl_003_cr_cr_003,synthetic
st_000155,su_00188,cmp_005,pl_029,cr_014,click,2026-09-04 14:03:12.426125084,c_cmp_005_p_pl_029_cr_cr_014,synthetic
st_000156,su_00188,cmp_005,pl_029,cr_014,bot_start,2026-09-04 14:29:08.009702832,c_cmp_005_p_pl_029_cr_cr_014,synthetic
st_000157,su_00190,cmp_005,pl_021,cr_006,click,2026-08-16 04:03:15.819954020,c_cmp_005_p_pl_021_cr_cr_006,synthetic
st_000158,su_00190,cmp_005,pl_021,cr_006,bot_start,2026-08-16 04:10:04.139123237,c_cmp_005_p_pl_021_cr_cr_006,synthetic
st_000159,su_00191,cmp_001,pl_009,cr_009,click,2026-08-21 11:38:59.581314008,c_cmp_001_p_pl_009_cr_cr_009,synthetic
st_000160,su_00191,cmp_001,pl_009,cr_009,bot_start,2026-08-21 12:00:46.729359292,c_cmp_001_p_pl_009_cr_cr_009,synthetic
st_000161,su_00192,cmp_007,pl_007,cr_007,click,2026-09-09 23:49:25.811345393,c_cmp_007_p_pl_007_cr_cr_007,synthetic
st_000162,su_00192,cmp_007,pl_007,cr_007,bot_start,2026-09-09 23:51:33.635462307,c_cmp_007_p_pl_007_cr_cr_007,synthetic
st_000163,su_00192,cmp_007,pl_007,cr_007,lead,2026-09-10 03:16:18.794868005,c_cmp_007_p_pl_007_cr_cr_007,synthetic
st_000164,su_00194,cmp_004,pl_020,cr_005,click,2026-09-09 20:04:07.061336379,c_cmp_004_p_pl_020_cr_cr_005,synthetic
st_000165,su_00194,cmp_004,pl_020,cr_005,bot_start,2026-09-09 20:20:10.412325129,c_cmp_004_p_pl_020_cr_cr_005,synthetic
st_000166,su_00194,cmp_004,pl_020,cr_005,lead,2026-09-10 01:01:01.808834982,c_cmp_004_p_pl_020_cr_cr_005,synthetic
st_000167,su_00195,cmp_005,pl_029,cr_014,click,2026-09-03 22:22:30.930739813,c_cmp_005_p_pl_029_cr_cr_014,synthetic
st_000168,su_00195,cmp_005,pl_029,cr_014,bot_start,2026-09-03 22:30:28.963909819,c_cmp_005_p_pl_029_cr_cr_014,synthetic
st_000169,su_00195,cmp_005,pl_029,cr_014,lead,2026-09-03 23:46:44.689867326,c_cmp_005_p_pl_029_cr_cr_014,synthetic
st_000170,su_00196,cmp_002,pl_010,cr_010,click,2026-08-24 19:23:13.478022818,c_cmp_002_p_pl_010_cr_cr_010,synthetic
st_000171,su_00199,cmp_001,pl_009,cr_009,click,2026-08-23 02:16:49.388981690,c_cmp_001_p_pl_009_cr_cr_009,synthetic
st_000172,su_00205,cmp_007,pl_023,cr_008,click,2026-08-12 06:21:51.334778597,c_cmp_007_p_pl_023_cr_cr_008,synthetic
st_000173,su_00205,cmp_007,pl_023,cr_008,bot_start,2026-08-12 06:35:51.230770970,c_cmp_007_p_pl_023_cr_cr_008,synthetic
st_000174,su_00205,cmp_007,pl_023,cr_008,lead,2026-08-12 16:19:36.612794778,c_cmp_007_p_pl_023_cr_cr_008,synthetic
st_000175,su_00206,cmp_006,pl_022,cr_007,click,2026-08-22 21:23:42.618985368,c_cmp_006_p_pl_022_cr_cr_007,synthetic
st_000176,su_00206,cmp_006,pl_022,cr_007,bot_start,2026-08-22 21:32:10.446810083,c_cmp_006_p_pl_022_cr_cr_007,synthetic
st_000177,su_00206,cmp_006,pl_022,cr_007,lead,2026-08-23 01:36:12.873428552,c_cmp_006_p_pl_022_cr_cr_007,synthetic
st_000178,su_00212,cmp_000,pl_000,cr_000,click,2026-08-21 18:50:57.936962206,c_cmp_000_p_pl_000_cr_cr_000,synthetic
st_000179,su_00212,cmp_000,pl_000,cr_000,bot_start,2026-08-21 19:11:11.425507880,c_cmp_000_p_pl_000_cr_cr_000,synthetic
st_000180,su_00214,cmp_006,pl_014,cr_014,click,2026-09-09 09:39:16.830658381,c_cmp_006_p_pl_014_cr_cr_014,synthetic
st_000181,su_00214,cmp_006,pl_014,cr_014,bot_start,2026-09-09 10:09:16.422344611,c_cmp_006_p_pl_014_cr_cr_014,synthetic
st_000182,su_00214,cmp_006,pl_014,cr_014,lead,2026-09-10 07:09:32.608322573,c_cmp_006_p_pl_014_cr_cr_014,synthetic
st_000183,su_00215,cmp_003,pl_003,cr_003,click,2026-09-11 22:35:54.243506908,c_cmp_003_p_pl_003_cr_cr_003,synthetic
st_000184,su_00215,cmp_003,pl_003,cr_003,bot_start,2026-09-11 22:47:12.230410277,c_cmp_003_p_pl_003_cr_cr_003,synthetic
st_000185,su_00215,cmp_003,pl_003,cr_003,lead,2026-09-12 09:03:59.508543969,c_cmp_003_p_pl_003_cr_cr_003,synthetic
st_000186,su_00218,cmp_003,pl_003,cr_003,click,2026-09-11 01:43:04.781398509,c_cmp_003_p_pl_003_cr_cr_003,synthetic
