order_id,student_id,timestamp,total_amount,items_count,is_bundle,is_repeat,previous_order_id,days_since_previous_order
ord_1fe9a3d99b7d,144,2026-09-01 15:30:39,8950.0,1,False,True,ord_d9b39ced29f7,3.152442
ord_4f5ff86ccdec,145,2026-08-30 13:06:05,8950.0,1,False,False,,
ord_a6bc419af5b7,146,2026-08-20 16:27:30,6950.0,1,False,False,,
ord_d0522a2d891f,147,2026-09-05 19:46:01,14950.0,2,True,False,,
ord_e799b8fa5995,148,2026-08-25 09:49:25,7475.0,1,False,False,,
ord_70ee2c00e1d2,149,2026-08-23 16:50:14,8950.0,1,False,False,,
ord_4c563cee6cb3,15,2026-09-04 15:26:00,8450.0,1,False,False,,
ord_4cc6f99685d5,150,2026-09-06 13:11:45,8950.0,1,False,False,,
ord_b9014380f5d3,151,2026-09-06 11:31:11,7475.0,1,False,False,,
ord_2512a40bce72,152,2026-08-10 08:42:13,6490.0,1,False,False,,
ord_b3db1ad4202a,153,2026-08-13 18:30:59,5750.0,1,False,False,,
ord_6853af492b62,154,2026-09-06 13:40:03,8950.0,1,False,False,,
ord_64164c46bfc0,155,2026-09-05 10:20:56,14950.0,2,True,False,,
ord_dd5142a32d19,155,2026-09-05 12:13:44,7000.0,1,False,True,ord_64164c46bfc0,0.078333
ord_1da6e4a987d2,156,2026-08-22 10:54:14,14950.0,2,True,False,,
ord_5b6c7d4a2790,157,2026-08-31 06:39:53,14950.0,2,True,False,,
ord_a57c67449bca,158,2026-08-10 12:37:30,9400.0,2,True,False,,
ord_f10f8fc89294,159,2026-08-05 12:56:32,16950.0,2,True,False,,
ord_3a3c3cfc953f,16,2026-08-10 16:56:42,9900.0,2,True,False,,
ord_7c32b0f95c39,160,2026-08-09 02:39:44,4995.0,1,False,False,,
ord_4f11c848d852,161,2026-08-08 19:49:42,9990.0,2,True,False,,
ord_3bf789fdaebb,162,2026-08-15 12:51:04,6950.0,1,False,False,,
ord_7b035e8bf027,163,2026-08-26 01:23:32,8450.0,1,False,False,,
ord_c7972d1099cb,164,2026-08-10 13:08:15,8745.0,1,False,False,,
ord_a7f780b6bb2d,165,2026-08-25 07:21:38,8450.0,1,False,False,,
ord_d01dcad87e3e,166,2026-08-06 12:15:46,6950.0,1,False,False,,
ord_f9697612b046,167,2026-08-09 09:07:16,9900.0,2,True,False,,
ord_1eb88d1635e9,168,2026-08-25 06:26:04,14950.0,2,True,False,,
ord_3648a6a097fd,169,2026-09-05 15:47:16,8950.0,1,False,False,,
ord_d443d099fa5d,17,2026-08-22 17:01:20,9950.0,1,False,False,,
ord_3ea971128aef,170,2026-08-12 17:51:00,6000.0,1,False,False,,
ord_c07cf6dcba37,171,2026-08-31 18:20:33,8950.0,1,False,False,,
ord_e0b548ca0023,172,2026-08-23 16:29:57,8950.0,1,False,False,,
ord_16d5fab6323f,173,2026-08-11 07:48:36,9900.0,2,True,False,,
ord_4af01b1e16da,174,2026-09-05 18:41:16,14950.0,2,True,False,,
ord_ee71e7f0fac7,175,2026-08-13 16:14:01,9950.0,1,False,False,,
ord_7c5a243873fc,176,2026-08-09 16:29:58,6490.0,1,False,False,,
ord_145b2c6e5078,177,2026-08-28 10:47:56,8950.0,1,False,False,,
ord_9b40c0174a7c,178,2026-08-26 09:15:13,8950.0,1,False,False,,
ord_3044449f7507,179,2026-08-12 02:06:02,6490.0,1,False,False,,
ord_f0f23b0f026c,18,2026-09-05 14:29:29,8950.0,1,False,False,,
ord_5415f0b9b61c,180,2026-09-06 16:23:30,2237.5,1,False,False,,
ord_c857abc731f4,181,2026-09-01 18:44:37,8950.0,1,False,False,,
ord_04d41284e880,182,2026-09-02 10:14:11,8950.0,1,False,False,,
ord_cee8bb968b2c,183,2026-08-08 10:08:11,6490.0,1,False,False,,
ord_5fa8a844e62f,184,2026-08-09 17:20:07,4950.0,1,False,False,,
ord_146df1730fa1,185,2026-08-27 14:36:47,13950.0,2,True,False,,
ord_57c6ba30ef10,186,2026-08-10 06:13:10,4950.0,1,False,False,,
ord_bdc7ccd63291,187,2026-08-09 18:48:05,8990.0,2,True,False,,
ord_15bde24eb45e,188,2026-09-06 01:03:43,6975.0,1,False,False,,
ord_0b99cf1cbae6,189,2026-09-01 07:49:46,8945.0,1,False,False,,
ord_269b81bc213b,19,2026-08-09 11:01:50,9900.0,2,True,False,,
ord_2a26022a7bfb,190,2026-09-09 02:52:43,9950.0,1,False,False,,
ord_85809062c312,191,2026-08-27 15:11:14,29850.0,4,True,False,,
ord_154e9cd0a990,192,2026-08-24 15:05:04,14950.0,2,True,False,,
ord_08813546fcf4,193,2026-09-06 11:49:34,8450.0,1,False,False,,
ord_aaa5963be0ee,194,2026-08-24 16:25:21,8950.0,1,False,False,,
ord_b4c3209caa6f,195,2026-09-01 10:54:53,8450.0,1,False,False,,
ord_d64f2af115f0,196,2026-09-10 06:09:12,9950.0,1,False,False,,
ord_694abafc9083,197,2026-09-04 15:39:31,14950.0,2,True,False,,
ord_cb0980c5b821,198,2026-09-04 16:44:57,7475.0,1,False,False,,
ord_f3bb7380b854,199,2026-08-21 09:02:18,9950.0,1,False,False,,
ord_726d3c5a8e0a,2,2026-09-05 16:22:48,8950.0,1,False,False,,
ord_b0b57718aabf,20,2026-09-06 11:07:00,14950.0,2,True,False,,
ord_cf69e33d5ed1,200,2026-08-22 19:40:16,14950.0,2,True,False,,
ord_ce639eae7c06,201,2026-08-24 17:28:20,6950.0,1,False,False,,
ord_076397626a57,202,2026-08-25 19:24:14,14950.0,2,True,False,,
ord_2ec99016c8d9,203,2026-08-23 20:42:20,14950.0,2,True,False,,
ord_1a1ea7a0f815,204,2026-09-07 13:39:13,8950.0,1,False,False,,
ord_d4930b35e66c,205,2026-09-03 15:01:50,8950.0,1,False,False,,
ord_beceecf62b78,206,2026-08-09 13:00:12,9990.0,2,True,False,,
ord_377006081bf8,207,2026-08-09 10:15:38,6490.0,1,False,False,,
ord_2450a95b13ee,208,2026-08-13 19:25:17,6450.0,1,False,False,,
ord_256987df7f8e,209,2026-08-23 06:58:29,8950.0,1,False,False,,
ord_c56b76f5156e,21,2026-08-10 16:29:36,9900.0,2,True,False,,
ord_afa88efd73ac,210,2026-09-05 17:12:38,7475.0,1,False,False,,
ord_a364d28f81d5,211,2026-08-22 11:08:24,14950.0,2,True,False,,
ord_97a4fc244d0b,212,2026-09-09 15:03:44,14950.0,2,True,False,,
ord_183cfca353af,213,2026-08-23 20:58:38,8950.0,1,False,False,,
ord_7f216fc464b7,214,2026-09-07 14:02:50,8950.0,1,False,False,,
ord_6788bb049619,215,2026-08-24 03:22:36,6975.0,1,False,False,,
ord_a6132404b0e8,216,2026-08-23 18:13:18,7475.0,1,False,False,,
ord_44a00d353e72,217,2026-08-10 14:24:20,6950.0,1,False,False,,
ord_25369a131dab,218,2026-08-22 09:03:23,16950.0,2,True,False,,
ord_6848357bc0d8,219,2026-08-28 13:23:53,9950.0,1,False,False,,
ord_459a77c0a24f,22,2026-09-06 14:41:56,8450.0,1,False,False,,
ord_120e8119bbbd,220,2026-08-22 19:19:35,9950.0,1,False,False,,
ord_f2fa0bcd0338,221,2026-08-23 07:41:37,14950.0,2,True,False,,
ord_d4a74dc6be2e,222,2026-08-05 18:52:56,15950.0,2,True,False,,
ord_90c86d611d79,223,2026-08-09 20:27:29,6490.0,1,False,False,,
ord_c1f1a16b87ae,224,2026-09-09 08:55:28,8450.0,1,False,False,,
ord_f5738e0d34d2,225,2026-08-05 14:22:34,8745.0,1,False,False,,
ord_6fcc164554b7,226,2026-09-01 17:03:44,7475.0,1,False,False,,
ord_d99a8c36b2d7,227,2026-08-08 20:08:33,9450.0,2,True,False,,
ord_4f30cb642bc2,228,2026-08-09 19:02:28,6450.0,1,False,False,,
ord_00b414105480,228,2026-09-07 07:42:35,8950.0,1,False,True,ord_4f30cb642bc2,28.527859
ord_bd1eff6c4ded,229,2026-08-14 04:19:44,9950.0,1,False,False,,
ord_99d63b5e26d0,229,2026-08-23 15:38:51,8450.0,1,False,True,ord_bd1eff6c4ded,9.471609
ord_5f015d177d1e,23,2026-09-06 15:39:44,2237.5,1,False,False,,
ord_37361df7574c,230,2026-09-03 15:07:18,8950.0,1,False,False,,
ord_5aa9a464ab35,231,2026-09-01 18:08:01,41225.0,5,True,False,,
ord_b74961cc5b6f,232,2026-08-09 10:47:20,6490.0,1,False,False,,
ord_532f25f3d6a8,233,2026-08-08 18:51:08,6490.0,1,False,False,,
ord_7e3a6c76e867,234,2026-08-12 06:04:03,4950.0,1,False,False,,
ord_201c822a24c4,235,2026-08-23 16:04:24,8450.0,1,False,False,,
ord_af4b3d4ee812,236,2026-08-29 05:27:29,7475.0,1,False,False,,
ord_0e4bd99c6ec5,237,2026-08-23 13:29:45,8950.0,1,False,False,,
ord_e86334cd77ef,238,2026-09-05 13:28:56,8950.0,1,False,False,,
ord_3d681b7851ef,239,2026-08-31 17:06:09,8450.0,1,False,False,,
ord_f6021294c880,24,2026-09-05 18:23:21,8950.0,1,False,False,,
ord_bfbdd3088f00,240,2026-08-22 18:00:15,6450.0,1,False,False,,
ord_890c93b1c861,241,2026-08-30 17:07:59,8950.0,1,False,False,,
ord_25de8f83c331,242,2026-08-29 13:44:52,8950.0,1,False,False,,
ord_9f739b37aaa7,243,2026-08-24 10:40:35,8950.0,1,False,False,,
ord_e34ec681fbac,244,2026-09-02 10:24:40,8950.0,1,False,False,,
ord_5af96e51050b,245,2026-09-05 15:54:58,8950.0,1,False,False,,
ord_fe78407b22be,246,2026-09-07 16:45:55,9950.0,1,False,False,,
ord_cde516ddac4a,247,2026-09-01 14:59:35,14950.0,2,True,False,,
ord_127af47915d1,248,2026-08-22 13:43:42,7475.0,1,False,False,,
ord_83ec23d4d8f1,249,2026-08-07 19:38:55,6950.0,1,False,False,,
ord_ba996b6b932a,25,2026-08-30 18:34:15,8450.0,1,False,False,,
ord_38d0c03b95f5,250,2026-09-05 14:54:24,14950.0,2,True,False,,
ord_41c9d34122a1,251,2026-09-06 18:05:45,9950.0,1,False,False,,
ord_c3e2808e89ea,252,2026-09-03 16:36:15,8950.0,1,False,False,,
ord_2bfa7a2baa22,253,2026-08-30 17:04:49,8950.0,1,False,False,,
ord_e82f53145299,254,2026-09-07 14:53:39,14950.0,2,True,False,,
ord_35deb40225c1,255,2026-08-26 14:52:53,8950.0,1,False,False,,
ord_37a094aecf1b,256,2026-08-08 17:54:37,5990.0,1,False,False,,
ord_78dae08be231,257,2026-08-23 20:56:06,8450.0,1,False,False,,
ord_1cec027f532b,258,2026-08-10 15:03:03,6490.0,1,False,False,,
ord_0fded6be3396,259,2026-08-08 07:59:01,8745.0,1,False,False,,
ord_748f8bc49292,26,2026-08-08 09:23:01,6490.0,1,False,False,,
ord_c4400700e0a9,26,2026-08-31 14:03:44,17950.0,2,True,True,ord_748f8bc49292,23.194942
ord_e14bda4e827d,260,2026-08-12 05:32:11,9900.0,2,True,False,,
ord_8eeb59be15a9,261,2026-09-06 16:06:04,8950.0,1,False,False,,
ord_f26394c47bf4,262,2026-08-09 09:10:55,6490.0,1,False,False,,
ord_1cbd61ea100d,263,2026-08-22 19:53:10,8950.0,1,False,False,,
ord_3d1a6ce6c8dc,263,2026-08-25 03:19:38,6000.0,1,False,True,ord_1cbd61ea100d,2.310046
ord_5c7df7cf31eb,264,2026-09-02 18:37:57,8450.0,2,True,False,,
ord_0e5ec51cc7df,265,2026-08-08 16:25:28,5990.0,1,False,False,,
ord_a69b764ac27b,266,2026-09-02 11:33:22,10000.0,1,False,False,,
ord_555c2fc09147,267,2026-08-31 08:26:17,8950.0,1,False,False,,
ord_a9c7e9b49e00,268,2026-08-24 12:52:49,8950.0,1,False,False,,
ord_cf2add5206f8,269,2026-08-25 22:26:03,7475.0,1,False,False,,
ord_5f545fd4862d,27,2026-08-29 14:47:39,8950.0,1,False,False,,
ord_46c5cdbb3aa4,270,2026-09-05 14:08:51,8950.0,1,False,False,,
ord_58a3d10d1fef,271,2026-09-03 12:55:50,14950.0,2,True,False,,
ord_f1a6f01a94f5,272,2026-08-31 18:34:40,8950.0,1,False,False,,
ord_d7f7722a09ed,273,2026-09-03 08:17:51,8950.0,1,False,False,,
ord_590bb4ff7f1a,274,2026-08-30 23:37:30,6975.0,1,False,False,,
ord_c00dbc4c518f,275,2026-08-13 09:51:23,8745.0,1,False,False,,
ord_d8c9fb909651,275,2026-09-06 11:58:58,13950.0,2,True,True,ord_c00dbc4c518f,24.0886
ord_9bf3d58622a1,276,2026-08-15 12:43:23,5750.0,2,True,False,,
ord_e5b0918b3515,277,2026-08-22 11:24:53,5750.0,1,False,False,,
ord_40c9525b5cf0,278,2026-09-06 17:31:06,14950.0,2,True,False,,
ord_da49a6b19212,279,2026-08-09 09:48:26,6490.0,1,False,False,,
ord_bec010dc7db8,28,2026-09-04 15:15:34,14950.0,2,True,False,,
ord_47c290f44a1a,280,2026-08-05 16:37:02,8245.0,1,False,False,,
ord_3857f91b7ae4,281,2026-08-11 12:02:08,4950.0,1,False,False,,
ord_49e8ed9709f3,282,2026-08-09 18:55:57,8745.0,1,False,False,,
ord_2fcf38bd11aa,283,2026-09-09 13:34:09,14950.0,2,True,False,,
ord_3e8a07bb68ef,284,2026-08-30 11:56:49,6975.0,1,False,False,,
ord_709e472cc680,285,2026-08-30 08:22:49,13950.0,2,True,False,,
ord_d02c162b826d,286,2026-08-09 16:16:39,6490.0,1,False,False,,
ord_cb78a1a26b80,287,2026-08-19 07:46:07,6950.0,1,False,False,,
ord_49512fb1252c,288,2026-09-02 08:57:12,8945.0,1,False,False,,
ord_9f3deef3dc31,289,2026-08-28 16:24:51,8950.0,1,False,False,,
ord_4af0089bc92c,29,2026-08-28 18:20:56,8450.0,1,False,False,,
ord_7d2a580c0613,290,2026-08-23 16:53:02,7475.0,1,False,False,,
ord_0dc8b16836b3,291,2026-08-06 10:06:16,19900.0,2,True,False,,
ord_e31d5ca2eb37,292,2026-09-06 12:59:39,6975.0,1,False,False,,
ord_fb65c20ece57,293,2026-08-22 11:35:35,8950.0,1,False,False,,
ord_af30faba21a1,294,2026-08-06 10:39:31,9950.0,1,False,False,,
ord_39235d472d72,295,2026-08-06 10:14:55,6950.0,1,False,False,,
ord_7901df9b4d5a,296,2026-09-01 10:46:43,8950.0,1,False,False,,
ord_a6bc165d7174,297,2026-08-22 17:26:07,8450.0,1,False,False,,
ord_d27df1b85708,298,2026-08-23 18:48:14,6975.0,1,False,False,,
ord_7ff3109d35cd,299,2026-08-24 16:58:19,8950.0,1,False,False,,
ord_9e5c120f1921,3,2026-09-03 22:47:02,5975.0,1,False,False,,
ord_7c532e220090,30,2026-08-23 10:06:51,8950.0,1,False,False,,
ord_99cf42417c96,300,2026-09-06 17:58:00,6950.0,1,False,False,,
ord_9f6085f91eb9,301,2026-08-31 20:57:15,17950.0,2,True,False,,
ord_ba0c22ffb938,302,2026-09-04 15:20:47,7475.0,1,False,False,,
ord_973b93197575,303,2026-09-04 15:21:52,14950.0,2,True,False,,
ord_ad439766012e,304,2026-08-11 15:52:40,6950.0,1,False,False,,
ord_f34bce33e183,305,2026-08-31 17:03:19,14950.0,2,True,False,,
ord_b64cd962e103,306,2026-09-06 16:18:59,8950.0,1,False,False,,
ord_9a7624552ade,307,2026-08-23 15:39:57,8450.0,1,False,False,,
ord_9c602a63a7e5,308,2026-08-08 14:05:17,9900.0,2,True,False,,
ord_927b7b145717,309,2026-09-05 09:55:40,8950.0,1,False,False,,
ord_687b58f9b32b,31,2026-09-05 11:00:21,7475.0,1,False,False,,
ord_6ab8da7b22bf,310,2026-09-06 16:38:02,14950.0,2,True,False,,
ord_ea81f93eaac2,311,2026-08-11 16:15:41,9900.0,2,True,False,,
ord_06cbd83b5016,312,2026-08-23 09:59:13,7475.0,1,False,False,,
ord_0a5bcaef7780,313,2026-08-07 11:58:49,9450.0,1,False,False,,
ord_4ff6a1c6f9cf,314,2026-08-28 18:44:36,8950.0,1,False,False,,
ord_b96cc0fc5301,315,2026-08-23 16:40:25,14950.0,2,True,False,,
ord_9787a3e1bd39,316,2026-08-14 12:59:02,4495.0,1,False,False,,
ord_70745c28f218,317,2026-09-04 13:16:14,8950.0,1,False,False,,
ord_7e2cedd89801,318,2026-09-03 17:23:38,8450.0,1,False,False,,
ord_e6a1286651bb,319,2026-08-09 17:25:06,4950.0,1,False,False,,
ord_1c11b9dc4c43,32,2026-08-09 04:36:11,6490.0,1,False,False,,
ord_4dc7e574f51a,320,2026-08-08 19:54:31,9990.0,2,True,False,,
ord_ea9f67bdf793,321,2026-08-09 16:24:15,6490.0,1,False,False,,
ord_488ff8b4746b,322,2026-08-28 14:03:47,14950.0,2,True,False,,
ord_99463ae24ffa,323,2026-08-09 18:56:09,9990.0,2,True,False,,
ord_135bfa95ad03,324,2026-08-31 19:22:31,8450.0,1,False,False,,
ord_ddbb4541344b,325,2026-08-06 11:41:17,9950.0,1,False,False,,
ord_12861ede06bc,326,2026-09-04 10:55:46,14950.0,2,True,False,,
ord_8bf454f78365,327,2026-09-06 12:45:38,8950.0,1,False,False,,
ord_b859f844b1a5,328,2026-09-05 10:58:26,14950.0,2,True,False,,
ord_e7831452ced4,329,2026-08-09 16:51:47,6490.0,1,False,False,,
ord_928f10d2291e,33,2026-08-08 16:26:36,9990.0,2,True,False,,
ord_fd39b10c3908,330,2026-09-03 15:10:16,14950.0,2,True,False,,
ord_57c16afa67f8,331,2026-08-09 16:31:09,9990.0,2,True,False,,
ord_e02a7725112b,332,2026-08-12 06:44:05,9900.0,1,False,False,,
ord_c067826c2ca3,333,2026-08-08 18:25:13,6490.0,1,False,False,,
ord_590ced3b4422,334,2026-08-07 11:16:14,19900.0,2,True,False,,
ord_34af20259fbd,335,2026-08-09 16:07:42,9900.0,2,True,False,,
ord_95bd993ee285,336,2026-08-09 13:48:41,9900.0,2,True,False,,
ord_877431ec0c32,337,2026-09-09 15:41:19,7475.0,1,False,False,,
ord_4ecca7af4cf8,338,2026-08-23 06:47:37,14950.0,2,True,False,,
ord_1d1e325b1015,339,2026-08-11 12:22:26,6450.0,1,False,False,,
ord_1f8f5738f7a5,34,2026-09-01 17:23:37,8945.0,1,False,False,,
ord_cf90c8fbe960,340,2026-08-29 09:29:52,11950.0,2,True,False,,
ord_485909dd6b46,341,2026-08-23 11:59:04,8950.0,1,False,False,,
ord_d64b7b2d3a01,342,2026-08-13 09:48:34,9950.0,1,False,False,,
ord_45ba707a0222,343,2026-09-01 19:07:54,8950.0,1,False,False,,
ord_5ef8606e1419,344,2026-09-06 14:48:52,8950.0,1,False,False,,
ord_5965176b6287,345,2026-09-03 16:33:15,8950.0,1,False,False,,
ord_ababed0c5621,346,2026-08-18 10:15:05,8745.0,1,False,False,,
ord_f6acca64ad00,347,2026-09-06 18:35:08,7475.0,1,False,False,,
ord_962831a9388f,348,2026-08-12 19:17:21,6950.0,1,False,False,,
ord_660500ab0aa9,349,2026-09-09 16:10:16,7475.0,1,False,False,,
ord_b72be25fba0f,35,2026-09-02 22:38:59,4225.0,1,False,False,,
ord_7bace96e0c9b,350,2026-09-05 18:12:55,8450.0,1,False,False,,
ord_239a0aae9906,351,2026-08-20 11:12:25,9450.0,1,False,False,,
ord_c096b6fe94ff,352,2026-09-03 16:22:06,8450.0,1,False,False,,
ord_ecd9f75966a5,353,2026-08-22 11:39:22,8950.0,1,False,False,,
ord_841355f12918,354,2026-09-04 13:47:25,8245.0,1,False,False,,
ord_552bf3c19d58,355,2026-09-02 14:30:26,8450.0,1,False,False,,
ord_e2384786940e,356,2026-08-09 13:48:05,6950.0,1,False,False,,
ord_6358eee5bb3a,357,2026-08-24 02:46:33,9950.0,1,False,False,,
ord_75d75d5c2011,358,2026-09-09 06:30:33,8450.0,1,False,False,,
ord_1483e99251d1,359,2026-09-06 18:40:33,7475.0,1,False,False,,
ord_be126db06077,36,2026-09-09 19:26:20,44750.0,5,True,False,,
ord_263e75057c5b,360,2026-08-23 20:57:22,8950.0,1,False,False,,
ord_4ff3d6061046,361,2026-08-17 10:53:42,17490.0,2,True,False,,
ord_79e5d7e342fa,362,2026-09-05 14:52:23,8450.0,1,False,False,,
ord_9c73b93ebeb1,363,2026-09-04 06:28:52,8945.0,1,False,False,,
ord_d4ed7a4954db,364,2026-08-13 00:01:02,8475.0,1,False,False,,
ord_5f7de6c74100,365,2026-08-09 16:15:08,6490.0,1,False,False,,
ord_67c7c79589a4,366,2026-09-06 15:18:37,8950.0,4,True,False,,
ord_7931824c632d,367,2026-08-23 18:18:15,8245.0,1,False,False,,
ord_69b507cb1402,368,2026-08-24 14:21:10,8950.0,1,False,False,,
ord_d9f1a7255d73,369,2026-08-09 18:53:23,4495.0,1,False,False,,
ord_1f9f13a88c1c,37,2026-09-02 04:13:14,5750.0,1,False,False,,
ord_69db2aa15c44,370,2026-08-08 14:10:35,6490.0,1,False,False,,
ord_48af7745d102,370,2026-08-22 11:14:12,5750.0,1,False,True,ord_69db2aa15c44,13.877512
ord_a81c8e5f13b0,371,2026-08-09 17:17:09,9900.0,2,True,False,,
ord_9ef922fe7db1,372,2026-08-22 15:11:44,7450.0,1,False,False,,
ord_831125eff2a0,373,2026-08-22 18:58:36,14950.0,2,True,False,,
ord_b302ac72e01b,374,2026-08-09 19:11:48,6450.0,1,False,False,,
ord_23ecd941d316,375,2026-09-04 14:19:28,7000.0,1,False,False,,
ord_5d605f891c4d,376,2026-09-03 15:43:04,6950.0,1,False,False,,
ord_1c319f621766,377,2026-09-05 19:24:12,14950.0,2,True,False,,
ord_d6c3baf2a59d,378,2026-09-04 15:08:47,8950.0,1,False,False,,
ord_3947b6dd5865,379,2026-09-04 11:44:55,7475.0,1,False,False,,
ord_1e3f658b7c5c,38,2026-08-09 12:15:31,6490.0,1,False,False,,
ord_294593978805,380,2026-08-09 17:19:11,6490.0,1,False,False,,
ord_ea25512b73c2,381,2026-09-09 14:46:43,8950.0,1,False,False,,
ord_8340200fdb32,382,2026-08-09 18:58:42,8900.0,2,True,False,,
ord_690ae97f65a4,383,2026-09-04 14:11:02,8950.0,1,False,False,,
ord_2c00935b67ae,384,2026-09-04 20:38:50,8450.0,1,False,False,,
ord_bf505f161b2e,385,2026-09-02 14:17:34,11950.0,2,True,False,,
ord_5cef4c62a827,386,2026-08-19 13:53:46,7000.0,1,False,False,,
ord_a755e94b3e12,387,2026-08-31 09:09:41,8545.0,1,False,False,,
ord_0d145d2e15fe,388,2026-08-12 13:28:18,7000.0,1,False,False,,
ord_5f20ace6fc1f,389,2026-08-09 10:18:12,9900.0,2,True,False,,
ord_f8def145da1a,389,2026-08-10 19:12:23,5990.0,1,False,True,ord_5f20ace6fc1f,1.370961
ord_2de2b58204c3,39,2026-08-27 17:02:28,9950.0,1,False,False,,
ord_1d3cac61f0bf,390,2026-09-01 02:23:30,8975.0,1,False,False,,
ord_ce27f3cfbb16,391,2026-08-14 18:55:11,8745.0,1,False,False,,
ord_7be70cebd233,392,2026-08-20 13:14:17,8745.0,1,False,False,,
ord_4f582873a606,393,2026-08-29 09:45:18,9450.0,1,False,False,,
ord_7602a24669d5,394,2026-09-05 10:17:43,8950.0,1,False,False,,
ord_45b32cd1647c,395,2026-09-03 11:18:32,8950.0,1,False,False,,
ord_45e8876f6cfa,396,2026-09-06 19:15:37,9950.0,1,False,False,,
ord_69fa7e46bd7f,397,2026-09-05 11:02:15,8950.0,1,False,False,,
ord_cbadcd188ed8,398,2026-09-05 18:06:36,8950.0,1,False,False,,
