telegram_user_id,student_id,mapping_method,confidence
28,28,synthetic_deterministic,1.0
280,280,synthetic_deterministic,1.0
281,281,synthetic_deterministic,1.0
282,282,synthetic_deterministic,1.0
283,283,synthetic_deterministic,1.0
284,284,synthetic_deterministic,1.0
285,285,synthetic_deterministic,1.0
286,286,synthetic_deterministic,1.0
287,287,synthetic_deterministic,1.0
288,288,synthetic_deterministic,1.0
289,289,synthetic_deterministic,1.0
29,29,synthetic_deterministic,1.0
290,290,synthetic_deterministic,1.0
291,291,synthetic_deterministic,1.0
292,292,synthetic_deterministic,1.0
293,293,synthetic_deterministic,1.0
294,294,synthetic_deterministic,1.0
295,295,synthetic_deterministic,1.0
296,296,synthetic_deterministic,1.0
297,297,synthetic_deterministic,1.0
298,298,synthetic_deterministic,1.0
299,299,synthetic_deterministic,1.0
3,3,synthetic_deterministic,1.0
30,30,synthetic_deterministic,1.0
300,300,synthetic_deterministic,1.0
301,301,synthetic_deterministic,1.0
302,302,synthetic_deterministic,1.0
303,303,synthetic_deterministic,1.0
304,304,synthetic_deterministic,1.0
305,305,synthetic_deterministic,1.0
306,306,synthetic_deterministic,1.0
307,307,synthetic_deterministic,1.0
308,308,synthetic_deterministic,1.0
309,309,synthetic_deterministic,1.0
31,31,synthetic_deterministic,1.0
310,310,synthetic_deterministic,1.0
311,311,synthetic_deterministic,1.0
312,312,synthetic_deterministic,1.0
313,313,synthetic_deterministic,1.0
314,314,synthetic_deterministic,1.0
315,315,synthetic_deterministic,1.0
316,316,synthetic_deterministic,1.0
317,317,synthetic_deterministic,1.0
318,318,synthetic_deterministic,1.0
319,319,synthetic_deterministic,1.0
32,32,synthetic_deterministic,1.0
320,320,synthetic_deterministic,1.0
321,321,synthetic_deterministic,1.0
322,322,synthetic_deterministic,1.0
323,323,synthetic_deterministic,1.0
324,324,synthetic_deterministic,1.0
325,325,synthetic_deterministic,1.0
326,326,synthetic_deterministic,1.0
327,327,synthetic_deterministic,1.0
328,328,synthetic_deterministic,1.0
329,329,synthetic_deterministic,1.0
33,33,synthetic_deterministic,1.0
330,330,synthetic_deterministic,1.0
331,331,synthetic_deterministic,1.0
332,332,synthetic_deterministic,1.0
333,333,synthetic_deterministic,1.0
334,334,synthetic_deterministic,1.0
335,335,synthetic_deterministic,1.0
336,336,synthetic_deterministic,1.0
337,337,synthetic_deterministic,1.0
338,338,synthetic_deterministic,1.0
339,339,synthetic_deterministic,1.0
34,34,synthetic_deterministic,1.0
340,340,synthetic_deterministic,1.0
341,341,synthetic_deterministic,1.0
342,342,synthetic_deterministic,1.0
343,343,synthetic_deterministic,1.0
344,344,synthetic_deterministic,1.0
345,345,synthetic_deterministic,1.0
346,346,synthetic_deterministic,1.0
347,347,synthetic_deterministic,1.0
348,348,synthetic_deterministic,1.0
349,349,synthetic_deterministic,1.0
35,35,synthetic_deterministic,1.0
350,350,synthetic_deterministic,1.0
351,351,synthetic_deterministic,1.0
352,352,synthetic_deterministic,1.0
353,353,synthetic_deterministic,1.0
354,354,synthetic_deterministic,1.0
355,355,synthetic_deterministic,1.0
356,356,synthetic_deterministic,1.0
357,357,synthetic_deterministic,1.0
358,358,synthetic_deterministic,1.0
359,359,synthetic_deterministic,1.0
36,36,synthetic_deterministic,1.0
360,360,synthetic_deterministic,1.0
361,361,synthetic_deterministic,1.0
362,362,synthetic_deterministic,1.0
363,363,synthetic_deterministic,1.0
364,364,synthetic_deterministic,1.0
365,365,synthetic_deterministic,1.0
366,366,synthetic_deterministic,1.0
367,367,synthetic_deterministic,1.0
368,368,synthetic_deterministic,1.0
369,369,synthetic_deterministic,1.0
37,37,synthetic_deterministic,1.0
370,370,synthetic_deterministic,1.0
371,371,synthetic_deterministic,1.0
372,372,synthetic_deterministic,1.0
373,373,synthetic_deterministic,1.0
374,374,synthetic_deterministic,1.0
375,375,synthetic_deterministic,1.0
376,376,synthetic_deterministic,1.0
377,377,synthetic_deterministic,1.0
378,378,synthetic_deterministic,1.0
379,379,synthetic_deterministic,1.0
38,38,synthetic_deterministic,1.0
380,380,synthetic_deterministic,1.0
381,381,synthetic_deterministic,1.0
382,382,synthetic_deterministic,1.0
383,383,synthetic_deterministic,1.0
384,384,synthetic_deterministic,1.0
385,385,synthetic_deterministic,1.0
386,386,synthetic_deterministic,1.0
387,387,synthetic_deterministic,1.0
388,388,synthetic_deterministic,1.0
389,389,synthetic_deterministic,1.0
39,39,synthetic_deterministic,1.0
390,390,synthetic_deterministic,1.0
391,391,synthetic_deterministic,1.0
392,392,synthetic_deterministic,1.0
393,393,synthetic_deterministic,1.0
394,394,synthetic_deterministic,1.0
395,395,synthetic_deterministic,1.0
396,396,synthetic_deterministic,1.0
397,397,synthetic_deterministic,1.0
398,398,synthetic_deterministic,1.0
399,399,synthetic_deterministic,1.0
4,4,synthetic_deterministic,1.0
40,40,synthetic_deterministic,1.0
400,400,synthetic_deterministic,1.0
401,401,synthetic_deterministic,1.0
402,402,synthetic_deterministic,1.0
403,403,synthetic_deterministic,1.0
404,404,synthetic_deterministic,1.0
405,405,synthetic_deterministic,1.0
406,406,synthetic_deterministic,1.0
407,407,synthetic_deterministic,1.0
408,408,synthetic_deterministic,1.0
409,409,synthetic_deterministic,1.0
41,41,synthetic_deterministic,1.0
410,410,synthetic_deterministic,1.0
411,411,synthetic_deterministic,1.0
412,412,synthetic_deterministic,1.0
413,413,synthetic_deterministic,1.0
414,414,synthetic_deterministic,1.0
415,415,synthetic_deterministic,1.0
416,416,synthetic_deterministic,1.0
417,417,synthetic_deterministic,1.0
418,418,synthetic_deterministic,1.0
419,419,synthetic_deterministic,1.0
42,42,synthetic_deterministic,1.0
420,420,synthetic_deterministic,1.0
421,421,synthetic_deterministic,1.0
422,422,synthetic_deterministic,1.0
423,423,synthetic_deterministic,1.0
424,424,synthetic_deterministic,1.0
425,425,synthetic_deterministic,1.0
426,426,synthetic_deterministic,1.0
427,427,synthetic_deterministic,1.0
428,428,synthetic_deterministic,1.0
429,429,synthetic_deterministic,1.0
43,43,synthetic_deterministic,1.0
430,430,synthetic_deterministic,1.0
431,431,synthetic_deterministic,1.0
432,432,synthetic_deterministic,1.0
433,433,synthetic_deterministic,1.0
434,434,synthetic_deterministic,1.0
435,435,synthetic_deterministic,1.0
436,436,synthetic_deterministic,1.0
437,437,synthetic_deterministic,1.0
438,438,synthetic_deterministic,1.0
439,439,synthetic_deterministic,1.0
44,44,synthetic_deterministic,1.0
440,440,synthetic_deterministic,1.0
441,441,synthetic_deterministic,1.0
442,442,synthetic_deterministic,1.0
443,443,synthetic_deterministic,1.0
444,444,synthetic_deterministic,1.0
445,445,synthetic_deterministic,1.0
446,446,synthetic_deterministic,1.0
447,447,synthetic_deterministic,1.0
448,448,synthetic_deterministic,1.0
449,449,synthetic_deterministic,1.0
45,45,synthetic_deterministic,1.0
450,450,synthetic_deterministic,1.0
451,451,synthetic_deterministic,1.0
452,452,synthetic_deterministic,1.0
453,453,synthetic_deterministic,1.0
454,454,synthetic_deterministic,1.0
455,455,synthetic_deterministic,1.0
456,456,synthetic_deterministic,1.0
457,457,synthetic_deterministic,1.0
458,458,synthetic_deterministic,1.0
459,459,synthetic_deterministic,1.0
46,46,synthetic_deterministic,1.0
460,460,synthetic_deterministic,1.0
461,461,synthetic_deterministic,1.0
462,462,synthetic_deterministic,1.0
463,463,synthetic_deterministic,1.0
464,464,synthetic_deterministic,1.0
465,465,synthetic_deterministic,1.0
466,466,synthetic_deterministic,1.0
467,467,synthetic_deterministic,1.0
468,468,synthetic_deterministic,1.0
469,469,synthetic_deterministic,1.0
47,47,synthetic_deterministic,1.0
470,470,synthetic_deterministic,1.0
471,471,synthetic_deterministic,1.0
472,472,synthetic_deterministic,1.0
473,473,synthetic_deterministic,1.0
474,474,synthetic_deterministic,1.0
475,475,synthetic_deterministic,1.0
476,476,synthetic_deterministic,1.0
477,477,synthetic_deterministic,1.0
478,478,synthetic_deterministic,1.0
479,479,synthetic_deterministic,1.0
48,48,synthetic_deterministic,1.0
480,480,synthetic_deterministic,1.0
481,481,synthetic_deterministic,1.0
482,482,synthetic_deterministic,1.0
483,483,synthetic_deterministic,1.0
484,484,synthetic_deterministic,1.0
485,485,synthetic_deterministic,1.0
486,486,synthetic_deterministic,1.0
487,487,synthetic_deterministic,1.0
488,488,synthetic_deterministic,1.0
489,489,synthetic_deterministic,1.0
49,49,synthetic_deterministic,1.0
490,490,synthetic_deterministic,1.0
491,491,synthetic_deterministic,1.0
492,492,synthetic_deterministic,1.0
493,493,synthetic_deterministic,1.0
494,494,synthetic_deterministic,1.0
495,495,synthetic_deterministic,1.0
496,496,synthetic_deterministic,1.0
497,497,synthetic_deterministic,1.0
498,498,synthetic_deterministic,1.0
499,499,synthetic_deterministic,1.0
5,5,synthetic_deterministic,1.0
50,50,synthetic_deterministic,1.0
500,500,synthetic_deterministic,1.0
501,501,synthetic_deterministic,1.0
502,502,synthetic_deterministic,1.0
503,503,synthetic_deterministic,1.0
504,504,synthetic_deterministic,1.0
505,505,synthetic_deterministic,1.0
506,506,synthetic_deterministic,1.0
507,507,synthetic_deterministic,1.0
508,508,synthetic_deterministic,1.0
509,509,synthetic_deterministic,1.0
51,51,synthetic_deterministic,1.0
510,510,synthetic_deterministic,1.0
511,511,synthetic_deterministic,1.0
512,512,synthetic_deterministic,1.0
513,513,synthetic_deterministic,1.0
514,514,synthetic_deterministic,1.0
515,515,synthetic_deterministic,1.0
516,516,synthetic_deterministic,1.0
517,517,synthetic_deterministic,1.0
518,518,synthetic_deterministic,1.0
519,519,synthetic_deterministic,1.0
52,52,synthetic_deterministic,1.0
520,520,synthetic_deterministic,1.0
521,521,synthetic_deterministic,1.0
522,522,synthetic_deterministic,1.0
523,523,synthetic_deterministic,1.0
524,524,synthetic_deterministic,1.0
525,525,synthetic_deterministic,1.0
526,526,synthetic_deterministic,1.0
527,527,synthetic_deterministic,1.0
528,528,synthetic_deterministic,1.0
529,529,synthetic_deterministic,1.0
53,53,synthetic_deterministic,1.0
530,530,synthetic_deterministic,1.0
531,531,synthetic_deterministic,1.0
532,532,synthetic_deterministic,1.0
533,533,synthetic_deterministic,1.0
534,534,synthetic_deterministic,1.0
535,535,synthetic_deterministic,1.0
536,536,synthetic_deterministic,1.0
537,537,synthetic_deterministic,1.0
538,538,synthetic_deterministic,1.0
539,539,synthetic_deterministic,1.0
54,54,synthetic_deterministic,1.0
540,540,synthetic_deterministic,1.0
541,541,synthetic_deterministic,1.0
542,542,synthetic_deterministic,1.0
543,543,synthetic_deterministic,1.0
544,544,synthetic_deterministic,1.0
545,545,synthetic_deterministic,1.0
546,546,synthetic_deterministic,1.0
547,547,synthetic_deterministic,1.0
548,548,synthetic_deterministic,1.0
549,549,synthetic_deterministic,1.0
55,55,synthetic_deterministic,1.0
550,550,synthetic_deterministic,1.0
551,551,synthetic_deterministic,1.0
552,552,synthetic_deterministic,1.0
553,553,synthetic_deterministic,1.0
554,554,synthetic_deterministic,1.0
555,555,synthetic_deterministic,1.0
556,556,synthetic_deterministic,1.0
557,557,synthetic_deterministic,1.0
558,558,synthetic_deterministic,1.0
559,559,synthetic_deterministic,1.0
56,56,synthetic_deterministic,1.0
560,560,synthetic_deterministic,1.0
561,561,synthetic_deterministic,1.0
562,562,synthetic_deterministic,1.0
563,563,synthetic_deterministic,1.0
564,564,synthetic_deterministic,1.0
565,565,synthetic_deterministic,1.0
566,566,synthetic_deterministic,1.0
567,567,synthetic_deterministic,1.0
568,568,synthetic_deterministic,1.0
569,569,synthetic_deterministic,1.0
57,57,synthetic_deterministic,1.0
570,570,synthetic_deterministic,1.0
571,571,synthetic_deterministic,1.0
572,572,synthetic_deterministic,1.0
573,573,synthetic_deterministic,1.0
574,574,synthetic_deterministic,1.0
575,575,synthetic_deterministic,1.0
576,576,synthetic_deterministic,1.0
577,577,synthetic_deterministic,1.0
578,578,synthetic_deterministic,1.0
579,579,synthetic_deterministic,1.0
58,58,synthetic_deterministic,1.0
580,580,synthetic_deterministic,1.0
581,581,synthetic_deterministic,1.0
582,582,synthetic_deterministic,1.0
583,583,synthetic_deterministic,1.0
584,584,synthetic_deterministic,1.0
585,585,synthetic_deterministic,1.0
586,586,synthetic_deterministic,1.0
587,587,synthetic_deterministic,1.0
588,588,synthetic_deterministic,1.0
589,589,synthetic_deterministic,1.0
59,59,synthetic_deterministic,1.0
590,590,synthetic_deterministic,1.0
591,591,synthetic_deterministic,1.0
592,592,synthetic_deterministic,1.0
593,593,synthetic_deterministic,1.0
594,594,synthetic_deterministic,1.0
595,595,synthetic_deterministic,1.0
596,596,synthetic_deterministic,1.0
597,597,synthetic_deterministic,1.0
598,598,synthetic_deterministic,1.0
599,599,synthetic_deterministic,1.0
6,6,synthetic_deterministic,1.0
60,60,synthetic_deterministic,1.0
600,600,synthetic_deterministic,1.0
601,601,synthetic_deterministic,1.0
602,602,synthetic_deterministic,1.0
603,603,synthetic_deterministic,1.0
604,604,synthetic_deterministic,1.0
605,605,synthetic_deterministic,1.0
606,606,synthetic_deterministic,1.0
61,61,synthetic_deterministic,1.0
62,62,synthetic_deterministic,1.0
63,63,synthetic_deterministic,1.0
64,64,synthetic_deterministic,1.0
65,65,synthetic_deterministic,1.0
66,66,synthetic_deterministic,1.0
67,67,synthetic_deterministic,1.0
68,68,synthetic_deterministic,1.0
69,69,synthetic_deterministic,1.0
7,7,synthetic_deterministic,1.0
70,70,synthetic_deterministic,1.0
71,71,synthetic_deterministic,1.0
72,72,synthetic_deterministic,1.0
73,73,synthetic_deterministic,1.0
74,74,synthetic_deterministic,1.0
75,75,synthetic_deterministic,1.0
76,76,synthetic_deterministic,1.0
77,77,synthetic_deterministic,1.0
78,78,synthetic_deterministic,1.0
79,79,synthetic_deterministic,1.0
8,8,synthetic_deterministic,1.0
80,80,synthetic_deterministic,1.0
81,81,synthetic_deterministic,1.0
82,82,synthetic_deterministic,1.0
83,83,synthetic_deterministic,1.0
84,84,synthetic_deterministic,1.0
85,85,synthetic_deterministic,1.0
86,86,synthetic_deterministic,1.0
87,87,synthetic_deterministic,1.0
88,88,synthetic_deterministic,1.0
89,89,synthetic_deterministic,1.0
9,9,synthetic_deterministic,1.0
90,90,synthetic_deterministic,1.0
91,91,synthetic_deterministic,1.0
92,92,synthetic_deterministic,1.0
93,93,synthetic_deterministic,1.0
94,94,synthetic_deterministic,1.0
95,95,synthetic_deterministic,1.0
96,96,synthetic_deterministic,1.0
97,97,synthetic_deterministic,1.0
98,98,synthetic_deterministic,1.0
99,99,synthetic_deterministic,1.0
