order_id,item_index,student_id,timestamp,course,amount
ord_d0c54d7c6c1e,1,12,2026-08-09 16:52:01,Backend старт,6490.0
ord_83492955d9b1,1,120,2026-08-08 19:28:26,Аналитика старт,6490.0
ord_cbb7c9da8d18,1,121,2026-08-25 11:38:56,AI агенты,8950.0
ord_f35b5681754e,1,122,2026-08-27 20:55:44,ML про,7475.0
ord_f35b5681754e,2,122,2026-08-27 20:55:44,ML старт,7475.0
ord_057492a7b6c1,1,123,2026-09-09 16:23:01,Data Science,6450.0
ord_50248996c935,1,124,2026-09-04 06:34:32,Линейная алгебра,9950.0
ord_0f90917f515e,1,125,2026-09-07 08:46:37,ML про,8950.0
ord_22e8d5965c7f,1,126,2026-08-05 13:22:41,ML старт,8745.0
ord_2e3b4bf87f0b,1,127,2026-09-05 17:27:41,ML про,8950.0
ord_7ab195cf8720,1,128,2026-09-02 11:55:47,Аналитика про,8945.0
ord_d1119f866bd9,1,129,2026-08-09 10:56:45,Аналитика старт,6490.0
ord_34ea914a548b,1,13,2026-09-07 07:54:24,AI агенты,8950.0
ord_ed0637fa4ebd,1,130,2026-08-15 14:59:16,Алгоритмы,9950.0
ord_76d9181a8e5b,1,131,2026-08-04 17:05:46,Backend старт,8745.0
ord_863dc0ec1562,1,132,2026-08-13 11:39:13,Аналитика про,8745.0
ord_1731ed2f88ac,1,133,2026-08-16 09:59:37,Аналитика про,4950.0
ord_1731ed2f88ac,2,133,2026-08-16 09:59:37,Аналитика старт,4950.0
ord_65c59780dcdc,1,134,2026-08-31 08:06:47,Алгоритмы про,6975.0
ord_b2ee6a955012,1,135,2026-08-08 20:00:19,ML старт,4995.0
ord_b2ee6a955012,2,135,2026-08-08 20:00:19,Алгоритмы старт,4995.0
ord_59258fb63126,1,136,2026-08-27 08:57:04,AI агенты,7475.0
ord_59258fb63126,2,136,2026-08-27 08:57:04,Backend про,7475.0
ord_0a3c2680e209,1,137,2026-08-05 15:01:16,Backend старт,8475.0
ord_33ae3f4207e8,1,138,2026-08-09 16:33:22,ML старт,6490.0
ord_07bbfb66286f,1,138,2026-08-25 12:39:08,ML про,5750.0
ord_77045b389287,1,139,2026-09-01 20:30:07,AI агенты,6975.0
ord_77045b389287,2,139,2026-09-01 20:30:07,ML старт,6975.0
ord_afab25d99b1d,1,14,2026-08-30 23:52:21,AI агенты,8950.0
ord_f0e105959a76,1,140,2026-08-25 16:01:50,Аналитика старт,8450.0
ord_aa2901beb3ca,1,141,2026-08-24 14:48:12,Алгоритмы старт,7475.0
ord_b91f1456345e,1,142,2026-08-11 15:49:13,Аналитика старт,6490.0
ord_e2352379f316,1,143,2026-08-16 13:21:36,К ВУЗу,6950.0
ord_d9b39ced29f7,1,144,2026-08-29 11:51:08,Аналитика про,4475.0
ord_d9b39ced29f7,2,144,2026-08-29 11:51:08,Аналитика старт,4475.0
ord_1fe9a3d99b7d,1,144,2026-09-01 15:30:39,Аналитика про,8950.0
ord_4f5ff86ccdec,1,145,2026-08-30 13:06:05,Аналитика про,8950.0
ord_a6bc419af5b7,1,146,2026-08-20 16:27:30,К ВУЗу,6950.0
ord_d0522a2d891f,1,147,2026-09-05 19:46:01,ML про,7475.0
ord_d0522a2d891f,2,147,2026-09-05 19:46:01,ML старт,7475.0
ord_e799b8fa5995,1,148,2026-08-25 09:49:25,AI агенты,7475.0
ord_70ee2c00e1d2,1,149,2026-08-23 16:50:14,ML про,8950.0
ord_4c563cee6cb3,1,15,2026-09-04 15:26:00,Аналитика про,8450.0
ord_4cc6f99685d5,1,150,2026-09-06 13:11:45,Backend про,8950.0
ord_b9014380f5d3,1,151,2026-09-06 11:31:11,Аналитика про,7475.0
ord_2512a40bce72,1,152,2026-08-10 08:42:13,ML старт,6490.0
ord_b3db1ad4202a,1,153,2026-08-13 18:30:59,Алгоритмы,5750.0
ord_6853af492b62,1,154,2026-09-06 13:40:03,Алгоритмы про,8950.0
ord_64164c46bfc0,1,155,2026-09-05 10:20:56,Backend про,7475.0
ord_64164c46bfc0,2,155,2026-09-05 10:20:56,Backend старт,7475.0
ord_dd5142a32d19,1,155,2026-09-05 12:13:44,Алгоритмы старт,7000.0
ord_1da6e4a987d2,1,156,2026-08-22 10:54:14,Алгоритмы про,7475.0
ord_1da6e4a987d2,2,156,2026-08-22 10:54:14,Алгоритмы старт,7475.0
ord_5b6c7d4a2790,1,157,2026-08-31 06:39:53,AI агенты,7475.0
ord_5b6c7d4a2790,2,157,2026-08-31 06:39:53,ML про,7475.0
ord_a57c67449bca,1,158,2026-08-10 12:37:30,Backend старт,4700.0
ord_a57c67449bca,2,158,2026-08-10 12:37:30,Алгоритмы,4700.0
ord_f10f8fc89294,1,159,2026-08-05 12:56:32,Backend про,8475.0
ord_f10f8fc89294,2,159,2026-08-05 12:56:32,Backend старт,8475.0
ord_3a3c3cfc953f,1,16,2026-08-10 16:56:42,ML старт,4950.0
ord_3a3c3cfc953f,2,16,2026-08-10 16:56:42,Алгоритмы старт,4950.0
ord_7c32b0f95c39,1,160,2026-08-09 02:39:44,Аналитика старт,4995.0
ord_4f11c848d852,1,161,2026-08-08 19:49:42,Backend старт,4995.0
ord_4f11c848d852,2,161,2026-08-08 19:49:42,Алгоритмы старт,4995.0
ord_3bf789fdaebb,1,162,2026-08-15 12:51:04,К ВУЗу,6950.0
ord_7b035e8bf027,1,163,2026-08-26 01:23:32,AI агенты,8450.0
ord_c7972d1099cb,1,164,2026-08-10 13:08:15,ML старт,8745.0
ord_a7f780b6bb2d,1,165,2026-08-25 07:21:38,Аналитика про,8450.0
ord_d01dcad87e3e,1,166,2026-08-06 12:15:46,К ВУЗу,6950.0
ord_f9697612b046,1,167,2026-08-09 09:07:16,ML старт,4950.0
ord_f9697612b046,2,167,2026-08-09 09:07:16,Алгоритмы старт,4950.0
ord_1eb88d1635e9,1,168,2026-08-25 06:26:04,AI агенты,7475.0
ord_1eb88d1635e9,2,168,2026-08-25 06:26:04,ML про,7475.0
ord_3648a6a097fd,1,169,2026-09-05 15:47:16,Аналитика про,8950.0
ord_d443d099fa5d,1,17,2026-08-22 17:01:20,Алгоритмы,9950.0
ord_3ea971128aef,1,170,2026-08-12 17:51:00,ML старт,6000.0
ord_c07cf6dcba37,1,171,2026-08-31 18:20:33,Аналитика про,8950.0
ord_e0b548ca0023,1,172,2026-08-23 16:29:57,AI агенты,8950.0
ord_16d5fab6323f,1,173,2026-08-11 07:48:36,ML старт,4950.0
ord_16d5fab6323f,2,173,2026-08-11 07:48:36,Алгоритмы старт,4950.0
ord_4af01b1e16da,1,174,2026-09-05 18:41:16,ML про,7475.0
ord_4af01b1e16da,2,174,2026-09-05 18:41:16,Алгоритмы про,7475.0
ord_ee71e7f0fac7,1,175,2026-08-13 16:14:01,Теория вероятностей,9950.0
ord_7c5a243873fc,1,176,2026-08-09 16:29:58,Алгоритмы,6490.0
ord_145b2c6e5078,1,177,2026-08-28 10:47:56,Аналитика старт,8950.0
ord_9b40c0174a7c,1,178,2026-08-26 09:15:13,AI агенты,8950.0
ord_3044449f7507,1,179,2026-08-12 02:06:02,Аналитика старт,6490.0
ord_f0f23b0f026c,1,18,2026-09-05 14:29:29,Алгоритмы про,8950.0
ord_5415f0b9b61c,1,180,2026-09-06 16:23:30,Алгоритмы старт,2237.5
ord_c857abc731f4,1,181,2026-09-01 18:44:37,Аналитика про,8950.0
ord_04d41284e880,1,182,2026-09-02 10:14:11,Backend про,8950.0
ord_cee8bb968b2c,1,183,2026-08-08 10:08:11,Backend старт,6490.0
ord_5fa8a844e62f,1,184,2026-08-09 17:20:07,Алгоритмы старт,4950.0
ord_146df1730fa1,1,185,2026-08-27 14:36:47,AI агенты,6975.0
ord_146df1730fa1,2,185,2026-08-27 14:36:47,ML про,6975.0
ord_57c6ba30ef10,1,186,2026-08-10 06:13:10,Алгоритмы старт,4950.0
ord_bdc7ccd63291,1,187,2026-08-09 18:48:05,Алгоритмы старт,4495.0
ord_bdc7ccd63291,2,187,2026-08-09 18:48:05,Аналитика старт,4495.0
ord_15bde24eb45e,1,188,2026-09-06 01:03:43,Backend про,6975.0
ord_0b99cf1cbae6,1,189,2026-09-01 07:49:46,Аналитика старт,8945.0
ord_269b81bc213b,1,19,2026-08-09 11:01:50,Алгоритмы старт,4950.0
ord_269b81bc213b,2,19,2026-08-09 11:01:50,Аналитика старт,4950.0
ord_2a26022a7bfb,1,190,2026-09-09 02:52:43,Мат анализ,9950.0
ord_85809062c312,1,191,2026-08-27 15:11:14,AI агенты,7462.5
ord_85809062c312,2,191,2026-08-27 15:11:14,Алгоритмы,7462.5
ord_85809062c312,3,191,2026-08-27 15:11:14,Мат анализ,7462.5
ord_85809062c312,4,191,2026-08-27 15:11:14,Теория вероятностей,7462.5
ord_154e9cd0a990,1,192,2026-08-24 15:05:04,AI агенты,7475.0
ord_154e9cd0a990,2,192,2026-08-24 15:05:04,ML про,7475.0
ord_08813546fcf4,1,193,2026-09-06 11:49:34,AI агенты,8450.0
ord_aaa5963be0ee,1,194,2026-08-24 16:25:21,Алгоритмы старт,8950.0
ord_b4c3209caa6f,1,195,2026-09-01 10:54:53,AI агенты,8450.0
ord_d64f2af115f0,1,196,2026-09-10 06:09:12,Линейная алгебра,9950.0
ord_694abafc9083,1,197,2026-09-04 15:39:31,AI агенты,7475.0
ord_694abafc9083,2,197,2026-09-04 15:39:31,Backend про,7475.0
ord_cb0980c5b821,1,198,2026-09-04 16:44:57,Аналитика старт,7475.0
ord_f3bb7380b854,1,199,2026-08-21 09:02:18,Мат анализ,9950.0
ord_726d3c5a8e0a,1,2,2026-09-05 16:22:48,ML про,8950.0
ord_b0b57718aabf,1,20,2026-09-06 11:07:00,Аналитика про,7475.0
ord_b0b57718aabf,2,20,2026-09-06 11:07:00,Аналитика старт,7475.0
ord_cf69e33d5ed1,1,200,2026-08-22 19:40:16,Аналитика про,7475.0
ord_cf69e33d5ed1,2,200,2026-08-22 19:40:16,Аналитика старт,7475.0
ord_ce639eae7c06,1,201,2026-08-24 17:28:20,Data Science,6950.0
ord_076397626a57,1,202,2026-08-25 19:24:14,AI агенты,7475.0
ord_076397626a57,2,202,2026-08-25 19:24:14,Backend про,7475.0
ord_2ec99016c8d9,1,203,2026-08-23 20:42:20,AI агенты,7475.0
ord_2ec99016c8d9,2,203,2026-08-23 20:42:20,Аналитика про,7475.0
ord_1a1ea7a0f815,1,204,2026-09-07 13:39:13,ML про,8950.0
ord_d4930b35e66c,1,205,2026-09-03 15:01:50,Аналитика про,8950.0
ord_beceecf62b78,1,206,2026-08-09 13:00:12,Backend старт,4995.0
ord_beceecf62b78,2,206,2026-08-09 13:00:12,Алгоритмы,4995.0
ord_377006081bf8,1,207,2026-08-09 10:15:38,Алгоритмы старт,6490.0
ord_2450a95b13ee,1,208,2026-08-13 19:25:17,К ВУЗу,6450.0
ord_256987df7f8e,1,209,2026-08-23 06:58:29,Backend про,8950.0
ord_c56b76f5156e,1,21,2026-08-10 16:29:36,Алгоритмы старт,4950.0
ord_c56b76f5156e,2,21,2026-08-10 16:29:36,Аналитика старт,4950.0
ord_afa88efd73ac,1,210,2026-09-05 17:12:38,Аналитика старт,7475.0
ord_a364d28f81d5,1,211,2026-08-22 11:08:24,AI агенты,7475.0
ord_a364d28f81d5,2,211,2026-08-22 11:08:24,ML про,7475.0
ord_97a4fc244d0b,1,212,2026-09-09 15:03:44,Алгоритмы про,7475.0
ord_97a4fc244d0b,2,212,2026-09-09 15:03:44,Алгоритмы старт,7475.0
ord_183cfca353af,1,213,2026-08-23 20:58:38,Аналитика про,8950.0
ord_7f216fc464b7,1,214,2026-09-07 14:02:50,AI агенты,8950.0
ord_6788bb049619,1,215,2026-08-24 03:22:36,Алгоритмы про,6975.0
ord_a6132404b0e8,1,216,2026-08-23 18:13:18,AI агенты,7475.0
ord_44a00d353e72,1,217,2026-08-10 14:24:20,К ВУЗу,6950.0
ord_25369a131dab,1,218,2026-08-22 09:03:23,Backend про,8475.0
ord_25369a131dab,2,218,2026-08-22 09:03:23,Алгоритмы про,8475.0
ord_6848357bc0d8,1,219,2026-08-28 13:23:53,Мат анализ,9950.0
ord_459a77c0a24f,1,22,2026-09-06 14:41:56,ML про,8450.0
ord_120e8119bbbd,1,220,2026-08-22 19:19:35,Линейная алгебра,9950.0
ord_f2fa0bcd0338,1,221,2026-08-23 07:41:37,Аналитика про,7475.0
ord_f2fa0bcd0338,2,221,2026-08-23 07:41:37,Аналитика старт,7475.0
ord_d4a74dc6be2e,1,222,2026-08-05 18:52:56,Backend про,7975.0
ord_d4a74dc6be2e,2,222,2026-08-05 18:52:56,Backend старт,7975.0
ord_90c86d611d79,1,223,2026-08-09 20:27:29,Алгоритмы старт,6490.0
ord_c1f1a16b87ae,1,224,2026-09-09 08:55:28,Аналитика про,8450.0
ord_f5738e0d34d2,1,225,2026-08-05 14:22:34,АВ тестам,8745.0
ord_6fcc164554b7,1,226,2026-09-01 17:03:44,ML старт,7475.0
ord_d99a8c36b2d7,1,227,2026-08-08 20:08:33,ML старт,4725.0
ord_d99a8c36b2d7,2,227,2026-08-08 20:08:33,Алгоритмы старт,4725.0
ord_4f30cb642bc2,1,228,2026-08-09 19:02:28,Data Science,6450.0
ord_00b414105480,1,228,2026-09-07 07:42:35,AI агенты,8950.0
ord_bd1eff6c4ded,1,229,2026-08-14 04:19:44,Теория вероятностей,9950.0
ord_99d63b5e26d0,1,229,2026-08-23 15:38:51,AI агенты,8450.0
ord_5f015d177d1e,1,23,2026-09-06 15:39:44,ML старт,2237.5
ord_37361df7574c,1,230,2026-09-03 15:07:18,Аналитика про,8950.0
ord_5aa9a464ab35,1,231,2026-09-01 18:08:01,Алгоритмы,8245.0
ord_5aa9a464ab35,2,231,2026-09-01 18:08:01,Дискретка,8245.0
ord_5aa9a464ab35,3,231,2026-09-01 18:08:01,Линейная алгебра,8245.0
ord_5aa9a464ab35,4,231,2026-09-01 18:08:01,Мат анализ,8245.0
ord_5aa9a464ab35,5,231,2026-09-01 18:08:01,Теория вероятностей,8245.0
ord_b74961cc5b6f,1,232,2026-08-09 10:47:20,Аналитика старт,6490.0
ord_532f25f3d6a8,1,233,2026-08-08 18:51:08,Аналитика старт,6490.0
ord_7e3a6c76e867,1,234,2026-08-12 06:04:03,ML старт,4950.0
ord_201c822a24c4,1,235,2026-08-23 16:04:24,AI агенты,8450.0
ord_af4b3d4ee812,1,236,2026-08-29 05:27:29,ML про,7475.0
ord_0e4bd99c6ec5,1,237,2026-08-23 13:29:45,AI агенты,8950.0
ord_e86334cd77ef,1,238,2026-09-05 13:28:56,Backend про,8950.0
ord_3d681b7851ef,1,239,2026-08-31 17:06:09,Аналитика про,8450.0
ord_f6021294c880,1,24,2026-09-05 18:23:21,ML про,8950.0
ord_bfbdd3088f00,1,240,2026-08-22 18:00:15,Алгоритмы про,6450.0
ord_890c93b1c861,1,241,2026-08-30 17:07:59,Backend старт,8950.0
ord_25de8f83c331,1,242,2026-08-29 13:44:52,ML про,8950.0
ord_9f739b37aaa7,1,243,2026-08-24 10:40:35,AI агенты,8950.0
ord_e34ec681fbac,1,244,2026-09-02 10:24:40,Алгоритмы старт,8950.0
ord_5af96e51050b,1,245,2026-09-05 15:54:58,Backend про,8950.0
ord_fe78407b22be,1,246,2026-09-07 16:45:55,Мат анализ,9950.0
ord_cde516ddac4a,1,247,2026-09-01 14:59:35,ML про,7475.0
ord_cde516ddac4a,2,247,2026-09-01 14:59:35,ML старт,7475.0
ord_127af47915d1,1,248,2026-08-22 13:43:42,ML про,7475.0
ord_83ec23d4d8f1,1,249,2026-08-07 19:38:55,К ВУЗу,6950.0
ord_ba996b6b932a,1,25,2026-08-30 18:34:15,ML про,8450.0
ord_38d0c03b95f5,1,250,2026-09-05 14:54:24,Backend про,7475.0
ord_38d0c03b95f5,2,250,2026-09-05 14:54:24,Backend старт,7475.0
ord_41c9d34122a1,1,251,2026-09-06 18:05:45,Мат анализ,9950.0
ord_c3e2808e89ea,1,252,2026-09-03 16:36:15,Backend про,8950.0
ord_2bfa7a2baa22,1,253,2026-08-30 17:04:49,AI агенты,8950.0
ord_e82f53145299,1,254,2026-09-07 14:53:39,Алгоритмы про,7475.0
ord_e82f53145299,2,254,2026-09-07 14:53:39,Алгоритмы старт,7475.0
ord_35deb40225c1,1,255,2026-08-26 14:52:53,ML старт,8950.0
ord_37a094aecf1b,1,256,2026-08-08 17:54:37,ML старт,5990.0
ord_78dae08be231,1,257,2026-08-23 20:56:06,Backend про,8450.0
ord_1cec027f532b,1,258,2026-08-10 15:03:03,Алгоритмы,6490.0
ord_0fded6be3396,1,259,2026-08-08 07:59:01,ML про,8745.0
ord_748f8bc49292,1,26,2026-08-08 09:23:01,Backend старт,6490.0
ord_c4400700e0a9,1,26,2026-08-31 14:03:44,Backend про,8975.0
ord_c4400700e0a9,2,26,2026-08-31 14:03:44,Дискретка,8975.0
ord_e14bda4e827d,1,260,2026-08-12 05:32:11,Алгоритмы,4950.0
ord_e14bda4e827d,2,260,2026-08-12 05:32:11,Алгоритмы про,4950.0
ord_8eeb59be15a9,1,261,2026-09-06 16:06:04,AI агенты,8950.0
ord_f26394c47bf4,1,262,2026-08-09 09:10:55,Backend про,6490.0
ord_1cbd61ea100d,1,263,2026-08-22 19:53:10,ML про,8950.0
ord_3d1a6ce6c8dc,1,263,2026-08-25 03:19:38,AI агенты,6000.0
ord_5c7df7cf31eb,1,264,2026-09-02 18:37:57,Backend про,4225.0
ord_5c7df7cf31eb,2,264,2026-09-02 18:37:57,Алгоритмы,4225.0
ord_0e5ec51cc7df,1,265,2026-08-08 16:25:28,ML старт,5990.0
ord_a69b764ac27b,1,266,2026-09-02 11:33:22,Мат анализ,10000.0
ord_555c2fc09147,1,267,2026-08-31 08:26:17,Аналитика про,8950.0
ord_a9c7e9b49e00,1,268,2026-08-24 12:52:49,AI агенты,8950.0
ord_cf2add5206f8,1,269,2026-08-25 22:26:03,Backend про,7475.0
ord_5f545fd4862d,1,27,2026-08-29 14:47:39,ML про,8950.0
ord_46c5cdbb3aa4,1,270,2026-09-05 14:08:51,Аналитика про,8950.0
ord_58a3d10d1fef,1,271,2026-09-03 12:55:50,ML про,7475.0
ord_58a3d10d1fef,2,271,2026-09-03 12:55:50,Алгоритмы про,7475.0
ord_f1a6f01a94f5,1,272,2026-08-31 18:34:40,Аналитика про,8950.0
ord_d7f7722a09ed,1,273,2026-09-03 08:17:51,ML про,8950.0
ord_590bb4ff7f1a,1,274,2026-08-30 23:37:30,Аналитика про,6975.0
ord_c00dbc4c518f,1,275,2026-08-13 09:51:23,Алгоритмы старт,8745.0
ord_d8c9fb909651,1,275,2026-09-06 11:58:58,AI агенты,6975.0
ord_d8c9fb909651,2,275,2026-09-06 11:58:58,ML про,6975.0
ord_9bf3d58622a1,1,276,2026-08-15 12:43:23,ML старт,2875.0
ord_9bf3d58622a1,2,276,2026-08-15 12:43:23,Алгоритмы старт,2875.0
ord_e5b0918b3515,1,277,2026-08-22 11:24:53,Backend про,5750.0
ord_40c9525b5cf0,1,278,2026-09-06 17:31:06,Аналитика про,7475.0
ord_40c9525b5cf0,2,278,2026-09-06 17:31:06,Аналитика старт,7475.0
ord_da49a6b19212,1,279,2026-08-09 09:48:26,Аналитика старт,6490.0
ord_bec010dc7db8,1,28,2026-09-04 15:15:34,Аналитика про,7475.0
ord_bec010dc7db8,2,28,2026-09-04 15:15:34,Аналитика старт,7475.0
ord_47c290f44a1a,1,280,2026-08-05 16:37:02,ML старт,8245.0
ord_3857f91b7ae4,1,281,2026-08-11 12:02:08,ML старт,4950.0
ord_49e8ed9709f3,1,282,2026-08-09 18:55:57,ML про,8745.0
ord_2fcf38bd11aa,1,283,2026-09-09 13:34:09,AI агенты,7475.0
ord_2fcf38bd11aa,2,283,2026-09-09 13:34:09,ML про,7475.0
ord_3e8a07bb68ef,1,284,2026-08-30 11:56:49,ML про,6975.0
ord_709e472cc680,1,285,2026-08-30 08:22:49,AI агенты,6975.0
ord_709e472cc680,2,285,2026-08-30 08:22:49,ML про,6975.0
ord_d02c162b826d,1,286,2026-08-09 16:16:39,Аналитика старт,6490.0
ord_cb78a1a26b80,1,287,2026-08-19 07:46:07,Data Science,6950.0
ord_49512fb1252c,1,288,2026-09-02 08:57:12,Аналитика про,8945.0
ord_9f3deef3dc31,1,289,2026-08-28 16:24:51,AI агенты,8950.0
ord_4af0089bc92c,1,29,2026-08-28 18:20:56,Backend старт,8450.0
ord_7d2a580c0613,1,290,2026-08-23 16:53:02,Аналитика старт,7475.0
ord_0dc8b16836b3,1,291,2026-08-06 10:06:16,Линейная алгебра,9950.0
ord_0dc8b16836b3,2,291,2026-08-06 10:06:16,Мат анализ,9950.0
ord_e31d5ca2eb37,1,292,2026-09-06 12:59:39,ML про,6975.0
ord_fb65c20ece57,1,293,2026-08-22 11:35:35,Backend про,8950.0
ord_af30faba21a1,1,294,2026-08-06 10:39:31,Линейная алгебра,9950.0
ord_39235d472d72,1,295,2026-08-06 10:14:55,К ВУЗу,6950.0
ord_7901df9b4d5a,1,296,2026-09-01 10:46:43,Аналитика старт,8950.0
ord_a6bc165d7174,1,297,2026-08-22 17:26:07,Алгоритмы,8450.0
ord_d27df1b85708,1,298,2026-08-23 18:48:14,Аналитика про,6975.0
ord_7ff3109d35cd,1,299,2026-08-24 16:58:19,Аналитика про,8950.0
ord_9e5c120f1921,1,3,2026-09-03 22:47:02,АВ тестам,5975.0
ord_7c532e220090,1,30,2026-08-23 10:06:51,ML про,8950.0
ord_99cf42417c96,1,300,2026-09-06 17:58:00,Data Science,6950.0
ord_9f6085f91eb9,1,301,2026-08-31 20:57:15,ML старт,8975.0
ord_9f6085f91eb9,2,301,2026-08-31 20:57:15,Аналитика старт,8975.0
ord_ba0c22ffb938,1,302,2026-09-04 15:20:47,Аналитика про,7475.0
ord_973b93197575,1,303,2026-09-04 15:21:52,ML про,7475.0
ord_973b93197575,2,303,2026-09-04 15:21:52,ML старт,7475.0
ord_ad439766012e,1,304,2026-08-11 15:52:40,К ВУЗу,6950.0
ord_f34bce33e183,1,305,2026-08-31 17:03:19,Алгоритмы про,7475.0
ord_f34bce33e183,2,305,2026-08-31 17:03:19,Алгоритмы старт,7475.0
ord_b64cd962e103,1,306,2026-09-06 16:18:59,ML старт,8950.0
ord_9a7624552ade,1,307,2026-08-23 15:39:57,Аналитика про,8450.0
ord_9c602a63a7e5,1,308,2026-08-08 14:05:17,Backend старт,4950.0
ord_9c602a63a7e5,2,308,2026-08-08 14:05:17,Алгоритмы старт,4950.0
ord_927b7b145717,1,309,2026-09-05 09:55:40,ML про,8950.0
ord_687b58f9b32b,1,31,2026-09-05 11:00:21,ML про,7475.0
ord_6ab8da7b22bf,1,310,2026-09-06 16:38:02,AI агенты,7475.0
ord_6ab8da7b22bf,2,310,2026-09-06 16:38:02,ML про,7475.0
ord_ea81f93eaac2,1,311,2026-08-11 16:15:41,ML старт,4950.0
ord_ea81f93eaac2,2,311,2026-08-11 16:15:41,Алгоритмы старт,4950.0
ord_06cbd83b5016,1,312,2026-08-23 09:59:13,Аналитика про,7475.0
ord_0a5bcaef7780,1,313,2026-08-07 11:58:49,Мат анализ,9450.0
ord_4ff6a1c6f9cf,1,314,2026-08-28 18:44:36,Аналитика старт,8950.0
ord_b96cc0fc5301,1,315,2026-08-23 16:40:25,AI агенты,7475.0
ord_b96cc0fc5301,2,315,2026-08-23 16:40:25,Backend про,7475.0
ord_9787a3e1bd39,1,316,2026-08-14 12:59:02,АВ тестам,4495.0
ord_70745c28f218,1,317,2026-09-04 13:16:14,Аналитика про,8950.0
ord_7e2cedd89801,1,318,2026-09-03 17:23:38,Аналитика про,8450.0
ord_e6a1286651bb,1,319,2026-08-09 17:25:06,ML старт,4950.0
ord_1c11b9dc4c43,1,32,2026-08-09 04:36:11,ML старт,6490.0
ord_4dc7e574f51a,1,320,2026-08-08 19:54:31,Алгоритмы старт,4995.0
ord_4dc7e574f51a,2,320,2026-08-08 19:54:31,Аналитика старт,4995.0
ord_ea9f67bdf793,1,321,2026-08-09 16:24:15,ML старт,6490.0
ord_488ff8b4746b,1,322,2026-08-28 14:03:47,ML про,7475.0
ord_488ff8b4746b,2,322,2026-08-28 14:03:47,Алгоритмы старт,7475.0
ord_99463ae24ffa,1,323,2026-08-09 18:56:09,Backend старт,4995.0
ord_99463ae24ffa,2,323,2026-08-09 18:56:09,Алгоритмы,4995.0
ord_135bfa95ad03,1,324,2026-08-31 19:22:31,AI агенты,8450.0
ord_ddbb4541344b,1,325,2026-08-06 11:41:17,Линейная алгебра,9950.0
ord_12861ede06bc,1,326,2026-09-04 10:55:46,Аналитика про,7475.0
ord_12861ede06bc,2,326,2026-09-04 10:55:46,Аналитика старт,7475.0
ord_8bf454f78365,1,327,2026-09-06 12:45:38,AI агенты,8950.0
ord_b859f844b1a5,1,328,2026-09-05 10:58:26,ML про,7475.0
ord_b859f844b1a5,2,328,2026-09-05 10:58:26,Аналитика про,7475.0
ord_e7831452ced4,1,329,2026-08-09 16:51:47,Алгоритмы старт,6490.0
ord_928f10d2291e,1,33,2026-08-08 16:26:36,Backend старт,4995.0
ord_928f10d2291e,2,33,2026-08-08 16:26:36,Алгоритмы старт,4995.0
ord_fd39b10c3908,1,330,2026-09-03 15:10:16,Аналитика про,7475.0
